id,s_no,tpa,entity_code,hospital_name,district,subentities,single_multi,pvt_govt,directrate,edc,edc_date,year,created_on,updated_on
12748,1884,Vidal,H_22099,"Lakshmana Multispeciality Hospital,Madurai,TN.",Madurai,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,5,2017-04-19,2017,2025-12-05 10:57:41,2025-12-05 10:57:41
12736,1872,Vidal,H_19034,"Lee Kidney Care, Madurai TN.",Madurai,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,4,2017-04-12,2017,2025-12-05 10:57:41,2025-12-05 10:57:41
12712,1848,Vidal,H_23414,"Life Care diagnostics,Madurai DC.",Madurai,DC PVT-STANDALONE,PVT-STANDALONE,PVT DC -STANDALONE,Pvt,39,2020-09-17,2020,2025-12-05 10:57:41,2025-12-05 10:57:41
12769,1905,Vidal,H_23892,"Lifecare Hospital,Madurai TN.",Madurai,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,58,2022-04-28,2022,2025-12-05 10:57:41,2025-12-05 10:57:41
12722,1858,Vidal,H_22021,"Madurai Kidney and Transplant Res Inst,Madurai,TN.",Madurai,PVT HOSPITAL,Single,PVT HOSPITAL,Pvt,1,2017-03-20,2017,2025-12-05 10:57:41,2025-12-05 10:57:41
12782,1918,Vidal,H_26102,"Maxivision Eye Hospitals Pvt.Ltd, Madurai TN.",MADURAI,PVT HOSPITAL,Single,PVT HOSPITAL,Pvt,81,2024-12-04,2024,2025-12-05 10:57:41,2025-12-05 10:57:41
12737,1873,Vidal,H_18431,"Meenakshi Mission Hosp and Rsrch Centr,Madurai TN.",Madurai,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,4,2017-04-12,2017,2025-12-05 10:57:41,2025-12-05 10:57:41
12783,1919,Vidal,H_26122,"Meenakshi Super Speciality Hospital, Madurai, TN.",MADURAI,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,82,2025-01-06,2025,2025-12-05 10:57:41,2025-12-05 10:57:41
12754,1890,Vidal,H_18413,"Mohans Medicity Hospital,Madurai TN.",Madurai,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,7,2017-05-23,2017,2025-12-05 10:57:41,2025-12-05 10:57:41
12713,1849,Vidal,H_23413,"Molecular diagnosis,Madurai DC.",Madurai,DC PVT-STANDALONE,PVT-STANDALONE,PVT DC -STANDALONE,Pvt,39,2020-09-17,2020,2025-12-05 10:57:41,2025-12-05 10:57:41
12723,1859,Vidal,H_22024,"NTC Hospitals and Inst of Medi Science,Madurai,TN.",Madurai,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,1,2017-03-20,2017,2025-12-05 10:57:41,2025-12-05 10:57:41
12749,1885,Vidal,H_20709,"Pandian Heart Institute,Madurai TN.",Madurai,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,5,2017-04-19,2017,2025-12-05 10:57:41,2025-12-05 10:57:41
12771,1907,Vidal,H_25720,"Pandian multi speciality hospital, Madurai TN. ",Madurai,PVT HOSPITAL,Multi,PVT HOSPITAL,PVT,62,2022-08-30,2022,2025-12-05 10:57:41,2025-12-05 10:57:41
12765,1901,Vidal,H_22853,"Ponni Hospital, Madurai,TN.",Madurai,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,31,2019-05-13,2019,2025-12-05 10:57:41,2025-12-05 10:57:41
12755,1891,Vidal,H_18589,"Poobathiammal Hospital,Madurai TN.",Madurai,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,7,2017-05-23,2017,2025-12-05 10:57:41,2025-12-05 10:57:41
12763,1899,Vidal,H_22759,"Preethi Hospital PVT Ltd, Madurai TN.",Madurai,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,27,2018-12-18,2018,2025-12-05 10:57:41,2025-12-05 10:57:41
12777,1913,Vidal, H_25941,"Punitham Hospital, Madurai TN.",Madurai,PVT HOSPITAL,Single,PVT HOSPITAL,Pvt,72,2023-11-17,2023,2025-12-05 10:57:41,2025-12-05 10:57:41
12724,1860,Vidal,H_18289,"R R Hospital,Madurai TN.",Madurai,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,1,2017-03-20,2017,2025-12-05 10:57:41,2025-12-05 10:57:41
12738,1874,Vidal,H_18312,"Rahavendhar Hospital,Madurai TN.",Madurai,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,4,2017-04-12,2017,2025-12-05 10:57:41,2025-12-05 10:57:41
12673,1809,Vidal,H_23419,"Railway Hospital,Madurai TN.",Madurai,GOI,GOI,GOI,Govt,39,2020-09-17,2020,2025-12-05 10:57:41,2025-12-05 10:57:41
12759,1895,Vidal,H_22422,"Raks Hospital Pvt Ltd,Madurai TN.",Madurai,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,13,2017-11-07,2017,2025-12-05 10:57:41,2025-12-05 10:57:41
12774,1910,Vidal,H_25753,"Sahaya Annai Hospital, Madurai TN.",Madurai,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,64,2022-12-06,2022,2025-12-05 10:57:41,2025-12-05 10:57:41
12725,1861,Vidal,H_19043,"Santhya Hospital, Madurai TN.",Madurai,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,1,2017-03-20,2017,2025-12-05 10:57:41,2025-12-05 10:57:41
12739,1875,Vidal,H_18414,"Saravana Hospital,Madurai TN.",Madurai,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,4,2017-04-12,2017,2025-12-05 10:57:41,2025-12-05 10:57:41
12775,1911,Vidal,H_25794,"SCP Medical Foundation Glanis Hospital,Madurai TN.",Madurai,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,66,2023-02-24,2023,2025-12-05 10:57:41,2025-12-05 10:57:41
12770,1906,Vidal,H_24264,"Shameem hospital, Madurai TN.",Madurai,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,60,2022-06-28,2022,2025-12-05 10:57:41,2025-12-05 10:57:41
12740,1876,Vidal,H_20931,"Shastha Kidney and Multispeciality Hosp,Madurai TN",Madurai,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,4,2017-04-12,2017,2025-12-05 10:57:41,2025-12-05 10:57:41
12756,1892,Vidal,H_18594,"Shenbagam Hospitals Pvt Ltd,Madurai TN.",Madurai,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,7,2017-05-23,2017,2025-12-05 10:57:41,2025-12-05 10:57:41
12703,1839,Vidal,H_22607,"Shine Educational Trust,Autism,Madurai TN.",Madurai,PVT AUTISM,PVT AUTISM,PVT AUTISM,Pvt,16,2018-03-14,2018,2025-12-05 10:57:41,2025-12-05 10:57:41
12793,1929,Vidal,H_26308,"Shrisai Hospital, Madurai, TN.",Madurai,PVT HOSPITAL,Single,PVT HOSPITAL,Pvt,90,2025-09-24,2025,2025-12-05 10:57:41,2025-12-05 10:57:41
12731,1867,Vidal,H_18218,"SKG Hospital, Madurai TN.",Madurai,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,3,2017-04-04,2017,2025-12-05 10:57:41,2025-12-05 10:57:41
12715,1851,Vidal,H_25060,"Sri Chenthur Scans,Madurai,DC.",Madurai,DC PVT-STANDALONE,PVT-STANDALONE,PVT DC -STANDALONE,Pvt,55,2021-11-12,2021,2025-12-05 10:57:41,2025-12-05 10:57:41
12732,1868,Vidal,H_22056,"Sri Rajan Ortho Hospital,Madurai,TN.",Madurai,PVT HOSPITAL,Single,PVT HOSPITAL,Pvt,3,2017-04-04,2017,2025-12-05 10:57:41,2025-12-05 10:57:41
12762,1898,Vidal,H_22736,"Sri Ramachandra Eye Hospital,Madurai TN.",Madurai,PVT HOSPITAL,Single,PVT HOSPITAL,Pvt,24,2018-10-08,2018,2025-12-05 10:57:41,2025-12-05 10:57:41
12750,1886,Vidal,H_18664,"Srivatsav Healthcare Raksha Hospitals,Madurai TN.",Madurai,PVT HOSPITAL,Single,PVT HOSPITAL,Pvt,5,2017-04-19,2017,2025-12-05 10:57:41,2025-12-05 10:57:41
12757,1893,Vidal,H_22272,"St.Antonys Hospital, Madurai TN.",Madurai,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,7,2017-05-23,2017,2025-12-05 10:57:41,2025-12-05 10:57:41
12764,1900,Vidal,H_22817,"Taj Hospital, Madurai TN.",Madurai,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,30,2019-03-20,2019,2025-12-05 10:57:41,2025-12-05 10:57:41
12729,1865,Vidal,H_19777,"Tanker Foundation, Madurai TN.",Madurai,PVT HOSPITAL,Single,PVT HOSPITAL,Pvt,2,2017-03-27,2017,2025-12-05 10:57:41,2025-12-05 10:57:41
12778,1914,Vidal,H_23721,"Thavam Hospital, Madurai TN.",MADURAI,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,73,2024-02-07,2024,2025-12-05 10:57:41,2025-12-05 10:57:41
12726,1862,Vidal,H_18332,"The Christian Mission Hospital, Madurai TN.",Madurai,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,1,2017-03-20,2017,2025-12-05 10:57:41,2025-12-05 10:57:41
12760,1896,Vidal,H_22423,"Thiru Senthil Andavar Speciality Hosp, Madurai TN.",Madurai,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,13,2017-11-07,2017,2025-12-05 10:57:41,2025-12-05 10:57:41
12674,1810,Vidal,H_24261,"Unit Hospital,Madurai TN.",Madurai,GOI,GOI,GOI,Govt,39,2020-09-17,2020,2025-12-05 10:57:41,2025-12-05 10:57:41
12741,1877,Vidal,H_18417,"Vadamalayan Hospital, Madurai TN.",Madurai,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,4,2017-04-12,2017,2025-12-05 10:57:41,2025-12-05 10:57:41
12784,1920,Vidal,H_26131,"Vale Hospital, Madurai, TN.",MADURAI,PVT HOSPITAL,Single,PVT HOSPITAL,Pvt,83,2025-01-30,2025,2025-12-05 10:57:41,2025-12-05 10:57:41
12790,1926,Vidal,H_26259,"Vasan Eye Care Hospital, Madurai, TN.",MADURAI,PVT HOSPITAL,Single ,PVT HOSPITAL,Pvt,88,2025-06-25,2025,2025-12-05 10:57:41,2025-12-05 10:57:41
12727,1863,Vidal,H_20932,"Velammal MC Hosp and Research Institute,Madurai TN",Madurai,PVT-MC,Multi,PVT-MC,Pvt,1,2017-03-20,2017,2025-12-05 10:57:41,2025-12-05 10:57:41
12776,1912,Vidal,H_24012,"Victory Hospital, Madurai TN.",Madurai,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,72,2023-11-17,2023,2025-12-05 10:57:41,2025-12-05 10:57:41
12781,1917,Vidal,H_23724,"Vijaya Hospital, Madurai TN.",Madurai,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,77,2024-07-08,2024,2025-12-05 10:57:41,2025-12-05 10:57:41
12767,1903,Vidal,H_23899,"Vijayaraj Speciality Hospital,Madurai TN",Madurai,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,57,2022-03-23,2022,2025-12-05 10:57:41,2025-12-05 10:57:41
12751,1887,Vidal,H_18412,"Vikram Multi Speciality Hospital, Madurai TN.",Madurai,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,5,2017-04-19,2017,2025-12-05 10:57:41,2025-12-05 10:57:41
12742,1878,Vidal,H_21495,"VMC Speciality Hospital, Madurai TN.",Madurai,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,4,2017-04-12,2017,2025-12-05 10:57:41,2025-12-05 10:57:41
12704,1840,Vidal,H_22608,"ymca,Autism,Madurai TN.",Madurai,PVT AUTISM,PVT AUTISM,PVT AUTISM,Pvt,16,2018-03-14,2018,2025-12-05 10:57:41,2025-12-05 10:57:41
12807,1943,Vidal,H_22384,"Arumai Special School, Autism, Mayiladuthurai TN.",Maiyladuthurai,PVT AUTISM,PVT AUTISM,PVT AUTISM,Pvt,10,2017-08-21,2017,2025-12-05 10:57:41,2025-12-05 10:57:41
12811,1947,Vidal,H_25593 ,"Avini Labs, Mayiladuthurai DC.",Maiyladuthurai,DC PVT-STANDALONE,Multi,PVT DC -STANDALONE,Pvt,57,2022-03-23,2022,2025-12-05 10:57:41,2025-12-05 10:57:41
12802,1938,Vidal,H_24667,"Govt Akkur CHC, Sembanarkoil, Mayiladuthurai TN.",Maiyladuthurai,CHC,Multi,Govt-MTM,Govt,51,2021-08-19,2021,2025-12-05 10:57:41,2025-12-05 10:57:41
12801,1937,Vidal,H_22655,"Govt Hospital Kuthalam, Mayiladuthurai TN.",Maiyladuthurai,GOVT-DMS,Multi,GOVT-DMS,Govt,19,2018-06-21,2018,2025-12-05 10:57:41,2025-12-05 10:57:41
12800,1936,Vidal,H_22654,"Govt Hospital Poraiyar, Mayiladuthurai TN.",Maiyladuthurai,GOVT-DMS,Multi,GOVT-DMS,Govt,19,2018-06-21,2018,2025-12-05 10:57:41,2025-12-05 10:57:41
12799,1935,Vidal,H_22653,"Govt Hospital Tharangambadi, Mayiladuthurai TN.",Maiyladuthurai,GOVT-DMS,Multi,GOVT-DMS,Govt,19,2018-06-21,2018,2025-12-05 10:57:41,2025-12-05 10:57:41
12798,1934,Vidal,H_22652,"Govt Hospital Vaitheeswarankovil,Mayiladuthurai TN",Maiyladuthurai,GOVT-DMS,Multi,GOVT-DMS,Govt,19,2018-06-21,2018,2025-12-05 10:57:41,2025-12-05 10:57:41
12806,1942,Vidal,H_25033,"Govt Kollidam UPHC,Nallur Mayiladuthurai TN.",Maiyladuthurai,UPHC,Multi,Govt-MTM,Govt,55,2021-11-12,2021,2025-12-05 10:57:41,2025-12-05 10:57:41
12804,1940,Vidal,H_25031,"Govt Kuthalam UPHC,Mayiladuthurai TN.",Maiyladuthurai,UPHC,Multi,Govt-MTM,Govt,55,2021-11-12,2021,2025-12-05 10:57:41,2025-12-05 10:57:41
12805,1941,Vidal,H_25032,"Govt Manalmedu UPHC, Mayiladuthurai TN.",Maiyladuthurai,UPHC,Multi,Govt-MTM,Govt,55,2021-11-12,2021,2025-12-05 10:57:41,2025-12-05 10:57:41
12803,1939,Vidal,H_24668,"Govt Thiruvengadu CHC, Sirkali, Mayiladuthurai TN.",Maiyladuthurai,CHC,Multi,Govt-MTM,Govt,51,2021-08-19,2021,2025-12-05 10:57:41,2025-12-05 10:57:41
12797,1933,Vidal,H_18868,"Govt. Srikazhi Hospital, Mayiladuthurai TN.",Maiyladuthurai,GOVT-DMS,Multi,GOVT-DMS,Govt,1,2017-03-20,2017,2025-12-05 10:57:41,2025-12-05 10:57:41
12795,1931,Vidal,H_26284 ,"Govt.DDWO,Mayiladuthurai TN.",Maiyladuthurai,DDWO,DDWO,DDWO,Govt,89,2025-07-30,2025,2025-12-05 10:57:41,2025-12-05 10:57:41
12796,1932,Vidal,H_18867,"Govt.Head Qrtrs Hospital,Mayiladuthurai,TN.",Maiyladuthurai,GOVT-DMS,Multi,GOVT-DMS,Govt,1,2017-03-20,2017,2025-12-05 10:57:41,2025-12-05 10:57:41
12815,1951,Vidal,H_25520 ,"Krishna Hospital, Mayiladuthurai TN.",Maiyladuthurai,PVT HOSPITAL,Single,PVT HOSPITAL,PVT,56,2022-01-13,2022,2025-12-05 10:57:41,2025-12-05 10:57:41
12808,1944,Vidal,H_22611,"Mahaishwar, Autism, Mayiladuthurai TN.",Maiyladuthurai,PVT AUTISM,PVT AUTISM,PVT AUTISM,Pvt,16,2018-03-14,2018,2025-12-05 10:57:41,2025-12-05 10:57:41
12809,1945,Vidal,H_21164,"Mayura Scans Mayiladuthurai, Nagapattinam Dc.",Maiyladuthurai,DC PVT-STANDALONE,Multi,PVT DC -STANDALONE,Pvt,5,2017-04-19,2017,2025-12-05 10:57:41,2025-12-05 10:57:41
12813,1949,Vidal,H_18654,"Ram Bone And Joint Hospial, Mayiladuthurai TN.",Maiyladuthurai,PVT HOSPITAL,Single,PVT HOSPITAL,PVT,4,2017-04-12,2017,2025-12-05 10:57:41,2025-12-05 10:57:41
12810,1946,Vidal,H_22103,"Sai Scans, Nagapattinam DC.",Maiyladuthurai,DC PVT-STANDALONE,Multi,PVT DC -STANDALONE,Pvt,5,2017-04-19,2017,2025-12-05 10:57:41,2025-12-05 10:57:41
12814,1950,Vidal,H_18643,"Shanthi Nursing Home, Mayiladuthurai TN.",Maiyladuthurai,PVT HOSPITAL,Multi,PVT HOSPITAL,PVT,4,2017-04-12,2017,2025-12-05 10:57:41,2025-12-05 10:57:41
12812,1948,Vidal,H_18795,"VISHNU HOSPITAL , Mayiladuthurai TN.",Maiyladuthurai,PVT HOSPITAL,Multi,PVT HOSPITAL,PVT,1,2017-03-20,2017,2025-12-05 10:57:41,2025-12-05 10:57:41
11583,713,MA,H_22715,"COHAJ HOSPITAL - SAT UNIT, Nagapattinam TN.",Nagapattinam,PVT HOSPITAL,Multi,PVT HOSPITAL,PVT,24,2018-10-08,2018,2025-12-05 10:57:38,2025-12-05 10:57:38
11576,706,MA,H_25521 ,"Government Hopital Kilvelur, Nagapattinam TN.",Nagapattinam,GOVT-DMS,Multi,GOVT-DMS,Govt,56,2022-01-13,2022,2025-12-05 10:57:38,2025-12-05 10:57:38
11573,703,MA,H_22125,"Govt Hospital Karuppampulam,Nagapattinam TN.",Nagapattinam,GOVT-DMS,Multi,GOVT-DMS,Govt,6,2017-05-15,2017,2025-12-05 10:57:38,2025-12-05 10:57:38
11574,704,MA,H_22656,"Govt Hospital Nagore Andavar, Nagapattinam TN.",Nagapattinam,GOVT-DMS,Multi,GOVT-DMS,Govt,19,2018-06-21,2018,2025-12-05 10:57:38,2025-12-05 10:57:38
11575,705,MA,H_24847,"Govt Hospital Thirukuvalai, Nagapattinam TN.",Nagapattinam,GOVT-DMS,Multi,GOVT-DMS,Govt,53,2021-09-18,2021,2025-12-05 10:57:38,2025-12-05 10:57:38
11582,712,MA,H_24670,"Govt Kariyapattinam CHC,Nagapattinam TN.",Nagapattinam,CHC,Multi,Govt-MTM,Govt,51,2021-08-19,2021,2025-12-05 10:57:38,2025-12-05 10:57:38
11570,700,MA,H_22482,"Govt Medical College DEIC, Nagapattinam TN.",Nagapattinam,DEIC,DEIC,DEIC,Govt,,2018-02-14,2018,2025-12-05 10:57:38,2025-12-05 10:57:38
11581,711,MA,H_24669,"Govt Thalainayar CHC, Thalainayar,Nagapattinam TN.",Nagapattinam,CHC,Multi,Govt-MTM,Govt,51,2021-08-19,2021,2025-12-05 10:57:38,2025-12-05 10:57:38
11579,709,MA,H_24665,"Govt Thevur CHC, Kilvelur, Nagapattinam TN.",Nagapattinam,CHC,Multi,Govt-MTM,Govt,51,2021-08-19,2021,2025-12-05 10:57:38,2025-12-05 10:57:38
11577,707,MA,H_24663,"Govt Thirumarugal CHC, Nagapattinam TN.",Nagapattinam,CHC,Multi,Govt-MTM,Govt,51,2021-08-19,2021,2025-12-05 10:57:38,2025-12-05 10:57:38
11578,708,MA,H_24664,"Govt Thirupoondi CHC, Keelaiyur, Nagapattinam TN.",Nagapattinam,CHC,Multi,Govt-MTM,Govt,51,2021-08-19,2021,2025-12-05 10:57:38,2025-12-05 10:57:38
11580,710,MA,H_24666,"Govt Vadugachery CHC, Nagapattinam TN.",Nagapattinam,CHC,Multi,Govt-MTM,Govt,51,2021-08-19,2021,2025-12-05 10:57:38,2025-12-05 10:57:38
11569,699,MA,H_22523,"Govt.DDWO,Nagapattinam TN.",Nagapattinam,DDWO,DDWO,DDWO,Govt,,2018-02-22,2018,2025-12-05 10:57:38,2025-12-05 10:57:38
11572,702,MA,H_20058,"Govt.Head Qrtrs Hosp Vedaranyam,Nagapattinam TN.",Nagapattinam,GOVT-DMS,Multi,GOVT-DMS,Govt,1,2017-03-20,2017,2025-12-05 10:57:38,2025-12-05 10:57:38
11571,701,MA,H_18485,"Govt.Medical College and Hosp, Nagapattinam TN.",Nagapattinam,Govt-DME,Multi,GOVT-DME,Govt,1,2017-03-20,2017,2025-12-05 10:57:38,2025-12-05 10:57:38
11584,714,MA,H_25642,"MC Hospital, Nagapattinam TN.",Nagapattinam,PVT HOSPITAL,Multi,PVT HOSPITAL,PVT,58,2022-04-28,2022,2025-12-05 10:57:38,2025-12-05 10:57:38
11620,750,MA,H_22002,"Adhithya Nursing Home, Namakkal, TN.",Namakkal,PVT HOSPITAL,Single,PVT HOSPITAL,Pvt,2,2017-03-27,2017,2025-12-05 10:57:38,2025-12-05 10:57:38
11617,747,MA,H_19485,"Aravinth Hospital,Rangar Sannadhi Str,Namakkal TN.",Namakkal,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,1,2017-03-20,2017,2025-12-05 10:57:38,2025-12-05 10:57:38
11642,772,MA,H_18551,"CM Best Hospitals,Namakkal TN.",Namakkal,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,54,2021-10-22,2021,2025-12-05 10:57:38,2025-12-05 10:57:38
11586,716,MA,H_22472,"DEIC, Namakkal TN.",Namakkal,DEIC,DEIC,DEIC,Govt,,2018-02-05,2018,2025-12-05 10:57:38,2025-12-05 10:57:38
11585,715,MA,H_22511,"District Diff.abled welfare office,Namakkal TN.",Namakkal,DDWO,DDWO,DDWO,Govt,15,2018-05-02,2018,2025-12-05 10:57:38,2025-12-05 10:57:38
11644,774,MA,H_26129,"Excel Multispeciality Hospitals, Namakkal, TN.",NAMAKKAL,PVT HOSPITAL,Single,PVT HOSPITAL,Pvt,82,2025-01-06,2025,2025-12-05 10:57:38,2025-12-05 10:57:38
11587,717,MA,H_18486,"Government Medical College, Namakkal TN.",Namakkal,Govt-DME,Multi,Govt-DME,Govt,1,2017-03-20,2017,2025-12-05 10:57:38,2025-12-05 10:57:38
11589,719,MA,H_19715,"Govt Hospital Kumarapalayam, Namakkal TN.",Namakkal,Sub-district Hospital,Multi,Govt-DMS,Govt,1,2017-03-20,2017,2025-12-05 10:57:38,2025-12-05 10:57:38
11590,720,MA,H_20925,"Govt hospital Paramathyvelur,Namakkal TN.",Namakkal,Sub-district Hospital,Multi,Govt-DMS,Govt,1,2017-03-20,2017,2025-12-05 10:57:38,2025-12-05 10:57:38
11588,718,MA,H_18895,"Govt Hospital Thiruchengodu,Namakkal TN.",Namakkal,Sub-district Hospital,Multi,Govt-DMS,Govt,1,2017-03-20,2017,2025-12-05 10:57:38,2025-12-05 10:57:38
11592,722,MA,H_20207,"Govt Hospital, Sendamangalam, Namakkal TN.",Namakkal,Sub-district Hospital,Multi,Govt-DMS,Govt,1,2017-03-20,2017,2025-12-05 10:57:38,2025-12-05 10:57:38
11594,724,MA,H_24398,"Govt Hospital, Valavanthinadu, Namakkal TN.",Namakkal,Sub-district Hospital,Multi,Govt-DMS,Govt,49,2021-07-07,2021,2025-12-05 10:57:38,2025-12-05 10:57:38
11595,725,MA,H_24399,"Govt Hospital, Vennandur, Namakkal TN.",Namakkal,Sub-district Hospital,Multi,Govt-DMS,Govt,49,2021-07-07,2021,2025-12-05 10:57:38,2025-12-05 10:57:38
11593,723,MA,H_24397,"Govt Hospital,Pallipalayam, Namakkal TN.",Namakkal,Sub-district Hospital,Multi,Govt-DMS,Govt,49,2021-07-07,2021,2025-12-05 10:57:38,2025-12-05 10:57:38
11591,721,MA,H_19714,"Govt. Head Qrtrs Hosp, Rasipuram, Namakkal TN.",Namakkal,District Hospital,Multi,Govt-DMS,Govt,1,2017-03-20,2017,2025-12-05 10:57:38,2025-12-05 10:57:38
11599,729,MA,H_24513,"GOVT. PHC Kabilarmalai,Namakkal TN. ",Namakkal,PHC,Multi,Govt-MTM,Govt,51,2021-08-23,2021,2025-12-05 10:57:38,2025-12-05 10:57:38
11604,734,MA,H_24725,"Govt.CHC Mohanur,Palapatty ,Namakkal TN.",Namakkal,CHC,Multi,Govt-MTM,Govt,52,2021-08-09,2021,2025-12-05 10:57:38,2025-12-05 10:57:38
11596,726,MA,H_24508,"Govt.CHC Pillanallur,Namakkal TN. ",Namakkal,CHC,Multi,Govt-MTM,Govt,51,2021-08-23,2021,2025-12-05 10:57:38,2025-12-05 10:57:38
11606,736,MA,H_24866,"Govt.Paramathi,Nallur PHC,Namakkal TN.",Namakkal,PHC,Multi,Govt-MTM,Govt,53,2021-09-18,2021,2025-12-05 10:57:38,2025-12-05 10:57:38
11605,735,MA,H_24865,"Govt.PHC Kolli Hills,Solakkadu Namakkal TN.",Namakkal,PHC,Multi,Govt-MTM,Govt,53,2021-09-18,2021,2025-12-05 10:57:38,2025-12-05 10:57:38
11600,730,MA,H_24514,"Govt.PHC Namagiripettai,Namakkal TN.",Namakkal,PHC,Multi,Govt-MTM,Govt,51,2021-08-23,2021,2025-12-05 10:57:38,2025-12-05 10:57:38
11609,739,MA,H_24899,"Govt.PHC Rasipuram,Namakkal TN. ",Namakkal,PHC,Multi,Govt-MTM,Govt,54,2021-10-22,2021,2025-12-05 10:57:38,2025-12-05 10:57:38
11597,727,MA,H_24510,"Govt.PHC Vinaitheerthapuram,Namakkal TN.",Namakkal,PHC,Multi,Govt-MTM,Govt,51,2021-08-23,2021,2025-12-05 10:57:38,2025-12-05 10:57:38
11611,741,MA,H_25039,"Govt.PHC,Ernapuram,Namakkal TN.",Namakkal,PHC,Multi,Govt-MTM,Govt,55,2021-11-12,2021,2025-12-05 10:57:38,2025-12-05 10:57:38
11612,742,MA,H_25040,"Govt.PHC,Pallipalayam,Karayanpettai,Namakkal TN.",Namakkal,PHC,Multi,Govt-MTM,Govt,55,2021-11-12,2021,2025-12-05 10:57:38,2025-12-05 10:57:38
11610,740,MA,H_25038,"Govt.PHC,Sendamangalam,Belukurichi,Namakkal TN.",Namakkal,PHC,Multi,Govt-MTM,Govt,55,2021-11-12,2021,2025-12-05 10:57:38,2025-12-05 10:57:38
11607,737,MA,H_24867,"Govt.Thiruchengode Erayamangalam PHC,Namakkal TN. ",Namakkal,PHC,Multi,Govt-MTM,Govt,53,2021-09-18,2021,2025-12-05 10:57:38,2025-12-05 10:57:38
11602,732,MA,H_24723,"Govt.UPHC Elichipalayam ,Namakkal TN.",Namakkal,PHC,Multi,Govt-MTM,Govt,52,2021-08-09,2021,2025-12-05 10:57:38,2025-12-05 10:57:38
11603,733,MA,H_24724,"Govt.UPHC Erumapatti,Namakkal TN.",Namakkal,PHC,Multi,Govt-MTM,Govt,52,2021-08-09,2021,2025-12-05 10:57:38,2025-12-05 10:57:38
11601,731,MA,H_24720,"Govt.UPHC Mallasamudram ,Namakkal TN.",Namakkal,PHC,Multi,Govt-MTM,Govt,52,2021-08-09,2021,2025-12-05 10:57:38,2025-12-05 10:57:38
11598,728,MA,H_24512,"Govt.UPHC Mohanur,Namakkal TN.",Namakkal,PHC,Multi,Govt-MTM,Govt,51,2021-08-23,2021,2025-12-05 10:57:38,2025-12-05 10:57:38
11608,738,MA,H_24868,"Govt.Vennandur Sowdhapuram PHC,Namakkal TN.",Namakkal,PHC,Multi,Govt-MTM,Govt,53,2021-09-18,2021,2025-12-05 10:57:38,2025-12-05 10:57:38
11645,775,MA,H_26173,"Imayam speciality hospital, Namakkal, TN.",Namakkal,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,86,2025-04-30,2025,2025-12-05 10:57:38,2025-12-05 10:57:38
11634,764,MA,H_22559,"Kathir Eye Hospital, Namakkal, TN.",Namakkal,PVT HOSPITAL,Single,PVT HOSPITAL,Pvt,18,2018-04-09,2018,2025-12-05 10:57:38,2025-12-05 10:57:38
11632,762,MA,H_18892,"Krishna Hospital Thiruchengodu,Namakkal TN.",Namakkal,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,5,2017-04-19,2017,2025-12-05 10:57:38,2025-12-05 10:57:38
